input size,bubble,selection,csort,insertion,qsort_beginner
100,0.000088,0.000017,0.000009,0.000025,0.000007
1000,0.005411,0.001147,0.000135,0.002322,0.000082
10000,0.495214,0.108731,0.001273,0.148531,0.001238
100000,53.219413,10.601751,0.015287,15.541440,0.013698
1000000,5742.366025,1212.648767,0.180332,1569.737984,0.182534
10000000,0,0,0,0,1.975112
